Name,Year
Per Espen Hagen,2003
Nils Størkersen,2003
K. Vestgard,2003
P. Kartvedt,2003
Tatsuya Nakatani,2008
Tamaki Ura,2008
Yoichi M. Ito,2008
Junichi Kojima,2008
Kazuo Tamura,2008
Tatsuya Sakamaki,2008
Yukihiko Nosé,2008
Lee Freitag,2015
Keenan Ball,2015
Jim Partan,2015
Peter Koski,2015
Sandipa Singh,2015
M. Sibenac,2002
William Kirkwood,2002
R. McEwen,2002
F. Shane,2002
R. Henthorn,2002
D. Gashler,2002
Hubertus M. Thomas,2002
H. Momma,1997
Naoki Fujiwara,1997
Katsuyoshi Kawaguchi,1997
Ryoichi Iwase,1997
S. Y. Suzuki,1997
Hiroaki Kinoshita,1997
Charmane V. Caldwell,2010
Damion D. Dunlap,2010
Emmanuel G. Collins,2010
K.M. Becker,2003
J.R. Preston,2003
R.K. Creber,2001
Joseph Rice,2001
Paul A. Baxley,2001
C.L. Fletcher,2001
Bruno Ferreira,2010
Anibal Matos,2010
Nuno Cruz,2010
Fredrik T. Thwaites,1996
Albert J. Williams,1996
S.K. Choi,1993
Junku Yuh,1993
N. Keevil,1993
C.S. Baldwin,2002
Jason S. Kiddy,2002
T.J. Salter,2002
P. Chen,2002
J. Niemczuk,2002
Louis L. Whitcomb,1995
Dana R. Yoerger,1995
Oyvind Hegrenas,2009
Kenneth Gade,2009
Ove Kent Hagen,2009
Per Otto Hagen,2009
Darlene R. Ketten,1994
Nuno Gracias,2008
Shahriar Negahdaripour,2008
László Neumann,2008
Ricard Prados,2008
R. F. Naranjo Garcia,2008
Diego Cesar,2015
Christopher Gaudig,2015
Martin Fritsche,2015
Marco S. Reis,2015
Frank Kirchner,2015
V. Di Dio,2009
Vincenzo Franzitta,2009
Francesco Paolo Lo Muzio,2009
Gianluca Scaccianoce,2009
Marco Trapanese,2009
James C. Jalbert,2003
James A. Baker,2003
J. Duchesney,2003
P. Pietryka,2003
W. Dalton,2003
D. Richard Blidberg,2003
Steven G. Chappell,2003
R. Nitzel,2003
K. Holappa,2003
J.M. Thorleifson,1997
T.C. Davies,1997
M.R. Black,1997
D.A. Hopkin,1997
R.I. Verrall,1997
A. Pope,1997
I. Monteith,1997
V. den Hertog,1997
B. Butler,1997
Darren K. Maczka,2007
A.S. Gadre,2007
Daniel J. Stilwell,2007
Aldis O. Valkirs,1986
P. M. Seligman,1986
Richard F. Lee,1986
Geoffrey F. Edelmann,2001
William S. Hodgkiss,2001
S. H. Kim,2001
William A. Kuperman,2001
Hong Ye Song,2001
Tuncay Akal,2001
James Evans,2001
K.M. Keller,2001
J. G. Smith,2001
P. Marty,2001
O.V. Rigaud,2001
Jose Carlos Alves,2008
Nuno Cruz,2008
Arjuna Balasuriya,2002
Tamaki Ura,2002
S. Roy,2004
Tolga M. Duman,2004
L. Ghazikhanian,2004
Vincent K. McDonald,2004
John G. Proakis,2004
James R. Zeidler,2004
Alfredo Martins,2003
José Almeida,2003
Eduardo Silva,2003
Nuno Cruz,2001
Luis Madureira,2001
Ana Cristina Matos,2001
Fernando Lobo Pereira,2001
R.E. Keenan,2000
H.J. Callow,2003
Michael H. B. Hayes,2003
Peter J. Gough,2003
P. M. Stang,1986
Peter M. Seligman,1986
J.C. Shipps,2003
Kun-kun Deng,2003
Masahiro Kyo,1995
E. Hiyazaki,1995
Satoshi Tsukioka,1995
Hiroshi Ochi,1995
Yasutaka Amitani,1995
Takashi Tsuchiya,1995
Toru Aoki,1995
S. Takagawa,1995
Josep Aulinas,2011
Marc Carreras,2011
Xavier Lladó,2011
Joaquim Salvi,2011
Rafael Galindo Garcia,2011
Ricard Prados,2011
Yvan Petillot,2011
Rafael Galindo Garcia,2011
Nuno Gracias,2011
Hans Vanhauwaert Bjelland,2015
Martin Føre,2015
Pål Lader,2015
David Kristiansen,2015
Ingunn Marie Holmen,2015
Arne Fredheim,2015
Esten Ingar Grøtli,2015
Dariusz Fathi,2015
Frode Oppedal,2015
Ingrid Bouwer Utne,2015
Ingrid Schjølberg,2015
K. Seine,2004
Satoshi Kuwabara,2004
Mikami S,2004
Yuta Takahashi,2004
Masayuki Yoshikawa,2004
H. Narumi,2004
Kiyoto Koganezaki,2004
Toshihiko Wakabayashi,2004
A. Nagano,2004
B. Fletcher,2000
Colin Ware,2001
Matthew D Plumlee,2001
Roland J. Arsenault,2001
Lucio Mayer,2001
Shep Smith,2001
A. Pedro Aguiar,1997
Antonio M. Pascoal,1997
Jan Opderbecke,1997
J.T. Shelton,2007
Michel Blain,2003
Sylvain Lemieux,2003
R. Houde,2003
Andrey K. Morozov,2006
James C. Preisig,2006
P. Gibbs,1987
G. Bryan,1987
Jörg Kalwa,2011
Oscar Pizarro,2008
Paul Rigby,2008
Matthew Johnson-Roberson,2008
Steven Williams,2008
Jamie Colquhoun,2008
Su Ying Wen,2007
Peng-Yong Kong,2007
J. Shankar,2007
Haiguang Wang,2007
Yu Ge,2007
Chee-Wei Ang,2007
Klaus-Werner Gurgel,1994
A. Huster,2002
Eric W. Frew,2002
Stephen M. Rock,2002
J. Downing,1983
N. Pican,1998
Emanuele Trucco,1998
M. P. Ross,1998
David A. Lane,1998
Yvan Petillot,1998
I. Tena Ruiz,1998
David Wettergreen,1998
Chris Gaskett,1998
Alexander Zelinsky,1998
A. H. Mahmood,2016
Mohammed Bennamoun,2016
S.H. An,2016
Ferdous Sohel,2016
Farid Boussaid,2016
Renae Hovey,2016
Gary A. Kendrick,2016
Rebecca Fisher,2016
Harold Kirkham,2001
Bruce M. Howe,2001
V. Vorperian,2001
P. Bowerman,2001
Srinivasa G. Narasimhan,2005
Shree K. Nayar,2005
Kevin R. DeMarco,2011
Michael West,2011
