Name,Year,Gender
Akihiko Teshigahara,2012,F
Ken-ya Hashimoto,2012,M
Morito Akiyama,2012,F
J.L. Rose,1995,F
John Fox,1983,M
Butrus T. Khuri-Yakub,1983,M
Gordon S. Kino,1983,M
Daniel Royer,1985,M
E. Dieulesaint,1985,M
Y. Martin,1985,M
C. H. Cheng,2000,M
E.M. Chow,2000,M
Xuecheng Jin,2000,M
Sanli Ergun,2000,F
Butrus T. Khuri-Yakub,2000,M
Jørgen Arendt Jensen,1993,M
D.R. Gandhi,1993,M
Jr. O'Brien W.D.,1993,M
W. Buff,1997,M
M. Rusko,1997,M
E. Goroll,1997,M
J. Ehrenpfordt,1997,M
T. Vandahl,1997,M
Masayuki Hikita,1993,F
Nobuhiko Shibagaki,1993,F
T. Akagi,1993,M
Kazuyuki Sakiyama,1993,F
Wolfgang Mader,1982,M
Clemens Ruppel,1982,M
E. Ehrmann-Falkenau,1982,M
Koji Hashimoto,1996,M
H. Yamaguchi,1996,F
V. Hugo Schmidt,1992,M
R.M. Moroney,2003,M
Richard M. White,2003,M
Roger T. Howe,2003,M
P. Kleinschmidt,1985,M
V. Magori,1985,M
Amin Hanafy,1991,M
C.I. Zanelli,1991,F
Svetoslav Nikolov,2000,M
Jens Jensen,2000,M
G.K. Montress,1987,M
Thomas E. Parker,1987,M
Mark J. Loboda,1987,M
M. Pereira da Cunha,2007,F
T. Moonlight,2007,M
Robert J. Lad,2007,M
G. Bernhardt,2007,M
D.J. Franke,2007,M
John D. Larson,1999,M
R. Ruby,1999,M
Paul A. Bradley,1999,M
Yury Oshmyansky,1999,F
S. C. Johnson,1975,M
James F. Greenleaf,1975,M
W.F. Samayoa,1975,M
Francis A. Duck,1975,M
Sjostrand Jd,1975,M
T.M. Reeder,1975,M
D.E. Cullen,1975,M
M. Gilden,1975,M
M. Buchner,1991,M
Werner Ruile,1991,M
A. Dietz,1991,F
R. Dill,1991,M
Masayuki Hikita,1984,F
Toyoji Tabuchi,1984,M
Hirotsugu Kojima,1984,M
Akio Sumioka,1984,F
A. Nakagoshi,1984,F
Yoshikazu Kinoshita,1984,F
Sandra Blaak,2009,F
Zongfu Yu,2009,M
Gerrit A. Meijer,2009,F
Christian Prins,2009,M
C.T. Lancee,2009,F
Jaime Bosch,2009,M
N. de Jong,2009,M
J.-F. Synnevag,2005,F
Andreas Austeng,2005,M
Sverre Holm,2005,M
Suhyun Park,2007,M
Andrei B. Karpiouk,2007,M
Salavat R. Aglyamov,2007,M
Stanislav Emelianov,2007,M
Clyde G. Oakley,2000,M
M.J. Zipparo,2000,M
L.J. Busse,1995,M
T. R. Crimmins,1995,M
James R. Fienup,1995,M
C. Passmann,1993,M
H. Ermert,1993,M
T. Auer,1993,M
K. Kaspar,1993,M
S. El-Gammal,1993,M
Peter Altmeyer,1993,M
Julius Koskela,2016,M
P. Maniadis,2016,M
Balam A. Willemsen,2016,M
Paul Turner,2016,M
Robert Hammond,2016,M
Neal Fenzi,2016,M
Victor Plessky,2016,M
S.A. Reible,1976,F
J.H. Cafarella,1976,F
R.W. Ralston,1976,M
E. Stern,1976,M
B. A. Auld,1983,M
H.A. Kunkel,1983,F
Y.A. Shui,1983,F
Yu Wang,1983,M
R. Houston Thompson,1972,M
G. A. Alers,1972,F
M. A. Tennison,1972,F
Sverre Holm,2005,M
J.D. Larson,1981,M
H.A. Haus,1980,M
P.V. Wright,1980,M
Jon M. Miller,1976,M
D.E. Yuhas,1976,M
J. W. Mimbs,1976,M
S.B. Dierker,1976,M
L.J. Busse,1976,M
John Laterra,1976,F
Alan N. Weiss,1976,M
Burton E. Sobel,1976,M
Dale Ostergaard,1986,M
T.P. Pawlak,1986,M
Marc Solal,2010,M
Julien Gratier,2010,M
Robert Aigner,2010,M
Kyle A. Gamble,2010,F
