Name,Year,Gender
Peter R. Florence,2019,M
Julian Straub,2019,M
Richard Newcombe,2019,M
Steven Lovegrove,2019,M
Federico Monti,2017,M
Davide Boscaini,2017,M
Jonathan Masci,2017,M
Emanuele Rodolà,2017,M
Jan Svoboda,2017,M
Michael M. Bronstein,2017,M
Justin C. Johnson,2017,M
Bharath Hariharan,2017,M
Laurens van der Maaten,2017,M
Li Fei-Fei,2017,F
C. Lawrence Zitnick,2017,M
Ross Girshick,2017,M
Luca Bertinetto,2016,F
Jack Valmadre,2016,M
Stuart Golodetz,2016,M
Ondrej Miksik,2016,M
Philip H. S. Torr,2016,M
Boris Babenko,2009,M
Ming-Hsuan Yang,2009,M
Serge Belongie,2009,M
Ekin D. Cubuk,2019,M
Barret Zoph,2019,M
Dandelion Mane,2019,M
Vijay K. Vasudevan,2019,M
Quoc V. Le,2019,M
Benoit Jacob,2018,M
Skirmantas Kligys,2018,M
Bo Chen,2018,M
Menglong Zhu,2018,M
Matthew F. Tang,2018,M
Andrew W. Howard,2018,M
Hartwig Adam,2018,M
Dmitry Kalenichenko,2018,M
Ziwei Liu,2016,F
Ping Luo,2016,M
Shi Qiu,2016,F
Xiaogang Wang,2016,M
Xiaoou Tang,2016,F
Lars Mescheder,2019,M
Michael Oechsle,2019,M
Michael Niemeyer,2019,M
Sebastian Nowozin,2019,M
Andreas Geiger,2019,M
Federico Perazzi,2016,M
Jordi Pont-Tuset,2016,F
Brian McWilliams,2016,M
Luc Van Gool,2016,M
Michael L. Gross,2016,M
Alexander Sorkine-Hornung,2016,M
Federico Perazzi,2012,M
Philipp Krähenbühl,2012,M
Yael Pritch,2012,M
Alexander Hornung,2012,M
Quanzeng You,2016,M
Hailin Jin,2016,F
Zhaowen Wang,2016,M
Chen Fang,2016,F
Jiebo Luo,2016,M
Bharath Hariharan,2015,M
Pablo Arbeláez,2015,M
Ross Girshick,2015,M
Jitendra Malik,2015,M
Yash Goyal,2017,M
Tejas Khot,2017,M
Douglas Summers-Stay,2017,M
Dhruv Batra,2017,M
Devi Parikh,2017,F
Alex H. Lang,2019,M
Sourabh Vora,2019,F
Holger Caesar,2019,M
Lubing Zhou,2019,M
Jiong Yang,2019,M
Oscar Beijbom,2019,M
Kai Zhang,2017,M
Wangmeng Zuo,2017,M
Shuhang Gu,2017,M
Lei Zhang,2017,F
Yingying Zhang,2016,F
Desen Zhou,2016,F
Siqin Chen,2016,F
Shenghua Gao,2016,M
Yi Ma,2016,F
Long Qing Chen,2017,M
Hanwang Zhang,2017,M
Jun Xiao,2017,M
Liqiang Nie,2017,F
Jian Yong Shao,2017,M
Wei Liu,2017,M
Tat-Seng Chua,2017,F
Ariadna Quattoni,2009,F
Antonio Torralba,2009,M
Hyun Kyu Song,2016,F
Yu-Tao Xiang,2016,M
Stefanie Jegelka,2016,F
Silvio Savarese,2016,M
Konstantinos Bousmalis,2017,M
Nathan Silberman,2017,M
David Dohan,2017,M
Dumitru Erhan,2017,M
Dilip Krishnan,2017,M
Raviteja Vemulapalli,2014,F
Felipe Arrate,2014,M
Rama Chellappa,2014,F
Matthew D. Zeiler,2010,M
Dilip Krishnan,2010,M
Graham P. Taylor,2010,M
Rob Fergus,2010,M
Agrim Gupta,2018,F
Justin C. Johnson,2018,M
Li Fei-Fei,2018,F
Silvio Savarese,2018,M
Alexandre Alahi,2018,M
Martin Danelljan,2014,M
Fahad Shahbaz Khan,2014,M
Michael Felsberg,2014,M
Joost van de Weijer,2014,M
Lior Wolf,2011,M
Tal Hassner,2011,M
Itay Maoz,2011,M
Angjoo Kanazawa,2018,F
Michael J. Black,2018,M
David R. Jacobs,2018,M
Jitendra Malik,2018,M
Wanqing Li,2010,F
Zhengyou Zhang,2010,M
Zicheng Liu,2010,M
Holger Caesar,2020,M
Varun Bankiti,2020,M
Alex H. Lang,2020,M
Sourabh Vora,2020,F
Venice Erin Liong,2020,F
Qiang Xu,2020,M
Anush Krishnan,2020,M
Yu Pan,2020,M
Giancarlo Baldan,2020,M
Oscar Beijbom,2020,M
Gernot Riegler,2017,M
Ali Hakan Ulusoy,2017,M
Andreas Geiger,2017,M
Kevin Eykholt,2018,M
Ivan Evtimov,2018,M
Earlence Fernandes,2018,F
Bo Li,2018,F
Amir Rahmati,2018,M
Chaowei Xiao,2018,M
Atul Prakash,2018,M
Tadayoshi Kohno,2018,M
Dawn Song,2018,F
Ehsan Elhamifar,2009,F
René Vidal,2009,M
Lu Xia,2012,F
Chia-Chih Chen,2012,F
Jake K. Aggarwal,2012,M
Vijay Mahadevan,2010,M
Weixin Li,2010,F
Viral Bhalodia,2010,F
Nuno Vasconcelos,2010,M
Daniel Scharstein,2003,M
Richard Szeliski,2003,M
Hao Fang,2015,M
Saurabh Gupta,2015,M
Forrest Iandola,2015,M
Rupesh K. Srivastava,2015,M
Li Deng,2015,M
Piotr Dollár,2015,M
Jianfeng Gao,2015,M
Xiaodong He,2015,M
Margaret Mitchell,2015,F
John Platt,2015,M
C. Lawrence Zitnick,2015,M
Geoffrey Zweig,2015,M
Jack Valmadre,2017,M
Luca Bertinetto,2017,F
João Antonio Pêgas Henriques,2017,M
Andrea Vedaldi,2017,F
Philip H. S. Torr,2017,M
Deqing Sun,2010,F
Stefan Roth,2010,M
Michael J. Black,2010,M
Shuran Song,2015,F
Samuel P. Lichtenberg,2015,M
Jianxiong Xiao,2015,M
Junseok Kwon,2010,M
Kyoung Min Lee,2010,M
Simon Jégou,2017,M
Michal Drozdzal,2017,M
David Vazquez,2017,M
Adriana Romero,2017,F
Yoshua Bengio,2017,M
Seungjun Nah,2017,F
Tae Yong Kim,2017,M
Kyoung Min Lee,2017,M
Ejaz Ahmed,2015,M
Michael P. Jones,2015,M
Tim K. Marks,2015,M
Fisher Yu,2017,M
Vladlen Koltun,2017,M
Thomas Funkhouser,2017,M
Yi-Hsuan Tsai,2018,M
Wei-Chih Hung,2018,M
Samuel Schulter,2018,M
Kihyuk Sohn,2018,M
Ming-Hsuan Yang,2018,M
Manmohan Chandraker,2018,M
Aurèle J. L. Adam,2006,M
Ehud Rivlin,2006,M
Ilan Shimshoni,2006,F
Relja Arandjelovic,2012,M
Andrew Zisserman,2012,M
Qiang Zhang,2010,M
Baoxin Li,2010,F
Jiasen Lu,2017,M
Caiming Xiong,2017,M
Devi Parikh,2017,F
Richard Socher,2017,M
Heiko Hirschmüller,2005,M
Wangjiang Zhu,2014,M
Shuang Liang,2014,F
Yichen Wei,2014,M
Jian Sun,2014,M
Piotr Dollár,2009,M
Christian Wojek,2009,M
Bernt Schiele,2009,M
Pietro Perona,2009,F
Moses Rodriguez,2008,M
Jalal Uddin Ahmed,2008,M
M. A. Shah,2008,F
Haoxiang Li,2015,F
Zhe Lin,2015,F
Xiaohui Shen,2015,F
Jonathan Brandt,2015,M
Gang Hua,2015,M
Yunchao Gong,2011,M
Svetlana Lazebnik,2011,F
Charles R. Qi,2016,M
Hao Su,2016,M
Matthias NieBner,2016,M
Angela Dai,2016,F
Mengyuan Yan,2016,M
Leonidas J. Guibas,2016,M
Li Chen,2016,F
Yang Yang,2016,M
Jiang Wang,2016,M
Wei Xu,2016,M
Alan L. Yuille,2016,M
Marcin Marszalek,2009,M
Ivan Laptev,2009,M
Cordelia Schmid,2009,F
Junji Yamato,1992,M
Jun Ohya,1992,M
Keizo Ishii,1992,M
Joe Yue-Hei Ng,2015,F
Matthew Hausknecht,2015,M
Sudheendra Vijayanarasimhan,2015,M
Oriol Vinyals,2015,M
Rajat Monga,2015,F
George Toderici,2015,M
Yann LeCun,2004,M
Fu Qiang Huang,2004,M
Léon Bottou,2004,M
Qizhe Xie,2020,F
Minh-Thang Luong,2020,M
Eduard Hovy,2020,M
Quoc V. Le,2020,M
Harold Burger,2012,M
Christian J. Schuler,2012,M
Stefan Harmeling,2012,M
Pablo Arbeláez,2014,M
Jordi Pont-Tuset,2014,F
Jon Barron,2014,M
Ferran Marques,2014,M
Jitendra Malik,2014,M
Roozbeh Mottaghi,2014,M
Xianjie Chen,2014,F
Xiaobai Liu,2014,M
Nam Hoon Cho,2014,M
Seong-Whan Lee,2014,M
Sanja Fidler,2014,M
Raquel Urtasun,2014,M
Alan L. Yuille,2014,M
Lampert,2009,M
Nickisch,2009,F
Harmeling,2009,F
Jiang Wang,2012,M
Zicheng Liu,2012,M
Ying Wu,2012,M
Junsong Yuan,2012,M
Ankur Gupta,2016,F
Andrea Vedaldi,2016,F
Andrew Zisserman,2016,M
Christoph H. Lampert,2009,M
Hannes Nickisch,2009,M
Stefan Harmeling,2009,M
Oren Boiman,2008,M
Eli Shechtman,2008,M
Michal Irani,2008,F
Gui-Song Xia,2018,F
Xiang Bai,2018,M
Jian Ding,2018,M
Zhen Zhu,2018,M
Serge Belongie,2018,M
Jiebo Luo,2018,M
Mihai Datcu,2018,M
Marcello Pelillo,2018,M
Liangpei Zhang,2018,F
Jifeng Dai,2016,M
Kaiming He,2016,M
Jian Sun,2016,M
Tao Xu,2018,M
Pengchuan Zhang,2018,M
Qiuyuan Huang,2018,M
Han Zhang,2018,M
Zhe Gan,2018,M
Xiaolei Huang,2018,F
Xiaodong He,2018,M
Anat Levin,2009,M
Yair Weiss,2009,M
Frédo Durand,2009,M
William R. Freeman,2009,M
Roberto Cipolla,2018,M
Yarin Gal,2018,M
Vijay Badrinarayanan,2018,M
Antoni B. Chan,2008,M
Zekeng Liang,2008,M
Nuno Vasconcelos,2008,M
Junho Yim,2017,M
Donggyu Joo,2017,M
Ji-Hoon Bae,2017,M
Junmo Kim,2017,M
E. Shechtman,2007,M
Michal Irani,2007,F
Huaizu Jiang,2013,M
Jingdong Wang,2013,M
