Name,Year
C.-C.J. Chen,2001
Risto Miikkulainen,2001
John V. Arthur,2004
Kwabena Boahen,2004
S. McKennoch,2006
Dingding Liu,2006
Linda Bushnell,2006
Shuo Wang,2010
Huanhuan Chen,2010
Xin Yao,2010
Christos Tachtatzis,2015
Banafsheh Rekabdar,2015
Sushil J. Louis,2015
Sergiu M. Dascalu,2015
M.N.H. Siddique,2001
M. O. Tokhi,2001
Ming Liang,2013
Mingyi Yuan,2013
Xiaolin Hu,2013
Jianmin Li,2013
Huaping Liu,2013
Rukshan Batuwita,2010
Vasile Palade,2010
Maxwell B. Stinchcombe,1990
Harvey D. White,1990
Y. Prudent,2005
Abdellatif Ennaji,2005
Jose Weissmann,1999
Rémi Salomon,1999
M. McKenna,2001
Bogdan M. Wilamowski,2001
Decatur,1989
Rakesh Chalasani,2013
Jose C. Principe,2013
Naveen Ramakrishnan,2013
Blumenstein M,2004
Xin Yu Liu,2004
Brijesh Verma,2004
Sheng Chen,2009
Haibo He,2009
Tanuj Kumar Ambwani,2003
Sherif Hashem,1992
Hui Kong,2005
Lei Wang,2005
Eam Khwang Teoh,2005
Xuchun Li,2005
Jian-Gang Wang,2005
Ronda Venkateswarlu,2005
J. M. Bonifacio,1998
Adriano Mauro Cansian,1998
A.C.P.L.F. de Carvalho,1998
Edson dos Santos Moreira,1998
John Carney,1999
Pádraig Cunningham,1999
U. Bhagwan,1999
J.L. Holt,1991
T.E. Baker,1991
Kate Smith-Miles,2008
Caglar Aytekin,2018
Xingyang Ni,2018
Francesco Cricri,2018
Emre Aksu,2018
Evangelos Stromatias,2015
Daniel Neil,2015
Francesco Galluppi,2015
Michael Pfeiffer,2015
Shih-Chii Liu,2015
Steve Furber,2015
Ali A. Minai,1990
Ronald D. Williams,1990
T. Guo,1991
Joseph H. Nurre,1991
Eduardo Ogasawara,2010
Leonardo Martinez,2010
Daniel Vicentini de Oliveira,2010
Geraldo Zimbrão,2010
Gisele L. Pappa,2010
Marta Mattoso,2010
Leif Azzopardi,2004
Mark Girolami,2004
C. J. van Rijsbergen,2004
Nicos G. Pavlidis,2005
O.K. Tasoulis,2005
Vassilis P. Plagianakos,2005
G.C. Nikiforidis,2005
Michael N. Vrahatis,2005
Botond Bocsi,2013
Lehel Csató,2013
Jan Peters,2013
Reza Khosrowabadi,2011
Chai Quek,2011
Kai Keng Ang,2011
Sau Wai Tung,2011
Michel J. H. Heijnen,2011
John Fisher,1998
Jose C. Principe,1998
Yen-Jie Lee,1991
S. H. Oh,1991
M. J. Kim,1991
Chris Yakopcic,2016
Zahangir Alom,2016
Tarek M. Taha,2016
Junjie Wang,2019
Qichao Zhang,2019
Dongbin Zhao,2019
Yaran Chen,2019
Kenji Baba,1990
Ichiro Enbutu,1990
M. Yoda,1990
Carlos Sampedro,2014
Carol Martinez,2014
Aneesh Chauhan,2014
Pascual Campoy,2014
J. Jockusch,1999
H. G. Ritter,1999
Francesco Piazza,1993
Antonino Uncini,1993
M. Zenobi,1993
