Name,Year,Gender
Daniel Dias,2009,M
Renata Cristina Barros Madeo,2009,F
Thiago Lopes Rocha,2009,F
Helton Hideraldo Bíscaro,2009,M
Sarajane Marques Peres,2009,M
C.-C.J. Chen,2001,M
Risto Miikkulainen,2001,F
John V. Arthur,2004,M
Kwabena Boahen,2004,M
S. McKennoch,2006,M
Dingding Liu,2006,M
Linda Bushnell,2006,F
Shuo Wang,2010,M
Huanhuan Chen,2010,M
Xin Yao,2010,F
Christos Tachtatzis,2015,M
Banafsheh Rekabdar,2015,M
Sushil J. Louis,2015,M
Sergiu M. Dascalu,2015,M
M.N.H. Siddique,2001,M
M. O. Tokhi,2001,M
Ming Liang,2013,M
Mingyi Yuan,2013,F
Xiaolin Hu,2013,F
Jianmin Li,2013,M
Huaping Liu,2013,M
Rukshan Batuwita,2010,F
Vasile Palade,2010,M
Maxwell B. Stinchcombe,1990,M
Harvey D. White,1990,M
Y. Prudent,2005,M
Abdellatif Ennaji,2005,M
Jose Weissmann,1999,M
Rémi Salomon,1999,M
M. McKenna,2001,F
Bogdan M. Wilamowski,2001,M
Decatur,1989,M
Rakesh Chalasani,2013,M
Jose C. Principe,2013,M
Naveen Ramakrishnan,2013,M
Blumenstein M,2004,M
Xin Yu Liu,2004,F
Brijesh Verma,2004,F
Sheng Chen,2009,M
Haibo He,2009,M
Tanuj Kumar Ambwani,2003,M
Sherif Hashem,1992,M
Hui Kong,2005,M
Lei Wang,2005,F
Eam Khwang Teoh,2005,M
Xuchun Li,2005,F
Jian-Gang Wang,2005,M
Ronda Venkateswarlu,2005,M
J. M. Bonifacio,1998,M
Adriano Mauro Cansian,1998,M
A.C.P.L.F. de Carvalho,1998,M
Edson dos Santos Moreira,1998,M
John Carney,1999,M
Pádraig Cunningham,1999,M
U. Bhagwan,1999,M
J.L. Holt,1991,M
T.E. Baker,1991,M
Kate Smith-Miles,2008,M
Caglar Aytekin,2018,M
Xingyang Ni,2018,F
Francesco Cricri,2018,F
Emre Aksu,2018,M
Evangelos Stromatias,2015,M
Daniel Neil,2015,M
Francesco Galluppi,2015,M
Michael Pfeiffer,2015,M
Shih-Chii Liu,2015,F
Steve Furber,2015,M
Ali A. Minai,1990,F
Ronald D. Williams,1990,M
T. Guo,1991,M
Joseph H. Nurre,1991,M
Eduardo Ogasawara,2010,M
Leonardo Martinez,2010,M
Daniel Vicentini de Oliveira,2010,F
Geraldo Zimbrão,2010,M
Gisele L. Pappa,2010,F
Marta Mattoso,2010,M
Leif Azzopardi,2004,M
Mark Girolami,2004,M
C. J. van Rijsbergen,2004,M
Nicos G. Pavlidis,2005,M
O.K. Tasoulis,2005,M
Vassilis P. Plagianakos,2005,M
G.C. Nikiforidis,2005,M
Michael N. Vrahatis,2005,M
Botond Bocsi,2013,M
Lehel Csató,2013,M
Jan Peters,2013,M
Reza Khosrowabadi,2011,M
Chai Quek,2011,M
Kai Keng Ang,2011,M
Sau Wai Tung,2011,M
Michel J. H. Heijnen,2011,M
John Fisher,1998,M
Jose C. Principe,1998,M
Yen-Jie Lee,1991,F
S. H. Oh,1991,M
M. J. Kim,1991,M
Chris Yakopcic,2016,M
Zahangir Alom,2016,M
Tarek M. Taha,2016,M
Junjie Wang,2019,M
Qichao Zhang,2019,M
Dongbin Zhao,2019,M
Yaran Chen,2019,F
Kenji Baba,1990,M
Ichiro Enbutu,1990,M
M. Yoda,1990,F
Carlos Sampedro,2014,M
Carol Martinez,2014,M
Aneesh Chauhan,2014,M
Pascual Campoy,2014,M
J. Jockusch,1999,M
H. G. Ritter,1999,M
Francesco Piazza,1993,F
Antonino Uncini,1993,M
M. Zenobi,1993,M
J.L. Holt,1991,M
J. K. Hwang,1991,M
Jun Yan,2016,M
Bo Tang,2016,M
Haibo He,2016,M
M. Sato,2001,M
H. Tsukimoto,2001,M
Ash,1989,M
Sabrina J. Goodman,1990,F
Richard A. Andersen,1990,M
David Verstraeten,2010,M
Joni Dambre,2010,F
Xavier Dutoit,2010,M
Benjamin Schrauwen,2010,M
A. R. Venkatachalam,1993,M
Simon Fölling,2001,M
Özgür Türel,2001,M
Konstantin K. Likharev,2001,M
Chris Yakopcic,2017,M
Zahangir Alom,2017,M
Tarek M. Taha,2017,M
Raqibul Hasan,2014,M
Tarek M. Taha,2014,M
Xue-Min Zhu,2014,F
Wei-Long Zheng,2014,M
Bao-Liang Lu,2014,M
Xiaoping Chen,2014,F
Shanguang Chen,2014,M
Chunhui Wang,2014,F
Gherrity,1989,F
M Polato,2014,M
Alessandro Sperduti,2014,M
A. Burattin,2014,M
de M Massimiliano Leoni,2014,M
Li,1989,F
Nasrabadi,1989,M
Madan M. Gupta,1991,F
J. Qi,1991,M
Gerald Tesauro,1990,M
Bhasker Soni,2008,M
P. Hingston,2008,M
Jörg A. Walter,1990,F
H. Riter,1990,M
Klaus Schulten,1990,M
Bruno Azzerboni,2004,F
Mario Carpentieri,2004,F
Fabio La Foresta,2004,F
Francesco Carlo Morabito,2004,M
Aleksandar Lazarevic,2001,M
Zoran Obradovic,2001,M
Irena Koprinska,2018,F
Dengsong Wu,2018,M
Zheng Wang,2018,M
Pablo Barros,2018,M
Nikhil Churamani,2018,M
Egor Lakomkin,2018,M
Henrique Siqueira,2018,F
Alexander Sutherland,2018,M
Stefan Wermter,2018,M
Ratnesh Kuma,2019,M
Edwin Weill,2019,M
Farzin Aghdasi,2019,F
Parthasarathy Sriram,2019,M
Holger Fröhlich,2005,M
Andreas Zell,2005,M
Bogdan M. Wilamowski,1999,M
Yixin Chen,1999,F
Aleksander Malinowski,1999,M
Charles C. Jorgensen,2003,M
D.D. Lee,2003,M
S. Agabont,2003,M
M. S. Kim,1990,M
Clark C. Guest,1990,M
Kunal Dahiya,2016,F
Dinesh Singh,2016,M
C. Krishna Mohan,2016,M
Zhiyuan Shi,2018,M
Min Xu,2018,F
Quan Pan,2018,M
Bing Yan,2018,M
Haimin Zhang,2018,M
Zhang,1989,M
Thomopoulos,1989,M
Andrea Dal Pozzolo,2015,M
Giacomo Boracchi,2015,M
Olivier Caelen,2015,M
Cesare Alippi,2015,M
Gianluca Bontempi,2015,M
Brian Scassellati,2003,F
Adiel Ismail,2000,M
Andries P. Engelbrecht,2000,M
Alain Billard,2000,M
Auke Jan Ijspeert,2000,M
John R. Koza,1992,M
Wang Ruishuang,2019,M
Zhao Li,2019,F
Jian Cao,2019,M
Tong Chen,2019,M
Lei Wang,2019,F
Mark D. McDonnell,2015,M
Tony Vladusich,2015,M
Shuo Wang,2013,M
Leandro L. Minku,2013,M
Diego Ghezzi,2013,M
Daniele Caltabiano,2013,M
Peter Tino,2013,M
Xin Yao,2013,F
S.A. Shah,1990,F
Francesco Palmieri,1990,M
Johan Himberg,2000,M
Giovanni Magenes,2000,F
Maria G. Signorini,2000,F
Domenico Arduini,2000,M
Da Deng,2000,F
Jian Yang,2000,M
Benjamin Schrauwen,2005,M
Joris Van Campenhout,2005,M
Lale Ozyilmaz,2003,F
Tulay Yildirim,2003,F
Thomas Lampe,2013,M
Martin Riedmiller,2013,M
Stork,1989,M
Guo,1989,M
Cherkassky,1989,F
A. Zeiler,2010,F
Rupert Faltermeier,2010,M
I. R. Keck,2010,M
Ana Maria Tomé,2010,F
Carlos G. Puntonet,2010,M
Elmar Lang,2010,M
Wei Qiao,2006,M
Ganesh K. Venayagamoorthy,2006,M
R.G. Harley,2006,M
J. Connor,1991,M
Les Atlas,1991,M
Ming Zhu,2010,M
Lipo Wang,2010,M
Leonid Perlovsky,2009,M
Regina Stathacopoulou,1999,F
George D. Magoulas,1999,M
Maria Grigoriadou,1999,F
Fahad Al-Qahtani,2013,M
Sven F. Crone,2013,M
Joachim M. Buhmann,1990,M
Martin Lades,1990,M
C. von der Malsburg,1990,M
Xin Jin,2008,F
Steve Furber,2008,M
James H. Woods,2008,M
Ah-Hwee Tan,2004,F
Kittipat Kampa,2011,F
Erion Hasanbelliu,2011,M
Jose C. Principe,2011,M
Raghavendra V. Kulkarni,2009,M
Ganesh K. Venayagamoorthy,2009,M
D.F. Specht,1991,M
P.D. Shapiro,1991,M
Joonatas Wehrmann,2017,M
Willian Becker,2017,M
Henry E. L. Cagnini,2017,F
Rodrigo Barros,2017,M
Maximilian Kohlbrenner,2020,M
Alexander Bauer,2020,M
Shinichi Nakajima,2020,M
Alexander Binder,2020,M
Wojciech Samek,2020,M
Sebastian Lapuschkin,2020,M
Alireza Khotanzad,2003,M
Nayera Sadek,2003,F
Andreas Rauber,1999,M
Bogdan M. Wilamowski,2003,M
David Hunter,2003,M
Aleksander Malinowski,2003,M
Erik Marchi,2015,M
Fabio Vesperini,2015,F
Felix Weninger,2015,M
Florian Eyben,2015,M
Stefano Squartini,2015,M
Björn Schuller,2015,M
Anil K. Jain,1992,M
Jirong Mao,1992,M
Ji He,2004,F
Man Lan,2004,M
Chew Lim Tan,2004,M
Sam-Yuan Sung,2004,M
Hwee-Boon Low,2004,M
D.R. Wilson,2001,M
Tony Martinez,2001,M
Rozita Dara,2002,F
Stefan C. Kremer,2002,M
Deborah Stacey,2002,F
Zhengjun Pan,2000,M
Alistair G. Rust,2000,M
Hamid Bolouri,2000,M
Masayuki Hagiwara,1990,M
Man Lan,2005,M
Sam-Yuan Sung,2005,M
Hwee-Boon Low,2005,M
Chew Lim Tan,2005,M
Heng Wang,2015,M
Zubin Abraham,2015,M
Bruce R. Guile,1992,M
Carpenter,1989,M
Grossberg,1989,M
Gori,1989,M
Bengio,1989,M
De Mori,1989,F
Alexander Grushin,2013,M
Derek Monner,2013,M
James A. Reggia,2013,F
Ajay Mishra,2013,F
Luttrell,1989,M
Davide Anguita,2010,F
Alessandro Ghio,2010,M
Noemi Greco,2010,F
Luca Oneto,2010,M
Sandro Ridella,2010,F
Mario Ventresca,2006,F
Hamid R. Tizhoosh,2006,M
K. Bergerson,1991,M
Donald C. Wunsch,1991,M
Moritoshi Yasunaga,1990,M
Noriyuki Masuda,1990,F
Masayoshi Yagyu,1990,M
M. Asai,1990,M
M. Yamada,1990,F
A. Masaki,1990,F
Chien-Cheng Yu,2002,M
Bin-Da Liu,2002,F
Zhenbing Zhao,2016,M
Guozhi Xu,2016,M
Yincheng Qi,2016,M
Ning Liu,2016,M
Tiefeng Zhang,2016,M
D. I. Prokhorov,2005,M
G. Ongun,2001,M
Ugur Halici,2001,F
Kemal Leblebicioglu,2001,M
Volkan Atalay,2001,M
Meral Beksac,2001,M
Sinan Beksaç,2001,F
Yamada,1989,F
Kami,1989,F
Tsukumo,1989,M
Temma,1989,F
J. Weng,1992,M
Narendra Ahuja,1992,F
Thomas S. Huang,1992,M
