Name,Year
Paul A. Bradley,1999
Yury Oshmyansky,1999
S. C. Johnson,1975
James F. Greenleaf,1975
W.F. Samayoa,1975
Francis A. Duck,1975
Sjostrand Jd,1975
T.M. Reeder,1975
D.E. Cullen,1975
M. Gilden,1975
M. Buchner,1991
Werner Ruile,1991
A. Dietz,1991
R. Dill,1991
Masayuki Hikita,1984
Toyoji Tabuchi,1984
Hirotsugu Kojima,1984
Akio Sumioka,1984
A. Nakagoshi,1984
Yoshikazu Kinoshita,1984
Sandra Blaak,2009
Zongfu Yu,2009
Gerrit A. Meijer,2009
Christian Prins,2009
C.T. Lancee,2009
Jaime Bosch,2009
N. de Jong,2009
J.-F. Synnevag,2005
Andreas Austeng,2005
Sverre Holm,2005
Suhyun Park,2007
Andrei B. Karpiouk,2007
Salavat R. Aglyamov,2007
Stanislav Emelianov,2007
Clyde G. Oakley,2000
M.J. Zipparo,2000
L.J. Busse,1995
T. R. Crimmins,1995
James R. Fienup,1995
C. Passmann,1993
H. Ermert,1993
T. Auer,1993
K. Kaspar,1993
S. El-Gammal,1993
Peter Altmeyer,1993
Julius Koskela,2016
P. Maniadis,2016
Balam A. Willemsen,2016
Paul Turner,2016
Robert Hammond,2016
Neal Fenzi,2016
Victor Plessky,2016
S.A. Reible,1976
J.H. Cafarella,1976
R.W. Ralston,1976
E. Stern,1976
B. A. Auld,1983
H.A. Kunkel,1983
Y.A. Shui,1983
Yu Wang,1983
R. Houston Thompson,1972
G. A. Alers,1972
M. A. Tennison,1972
Sverre Holm,2005
J.D. Larson,1981
H.A. Haus,1980
P.V. Wright,1980
Jon M. Miller,1976
D.E. Yuhas,1976
J. W. Mimbs,1976
S.B. Dierker,1976
L.J. Busse,1976
John Laterra,1976
Alan N. Weiss,1976
Burton E. Sobel,1976
Dale Ostergaard,1986
T.P. Pawlak,1986
Marc Solal,2010
Julien Gratier,2010
Robert Aigner,2010
Kyle A. Gamble,2010
Brad Abbott,2010
Taeho Kook,2010
A. Chen,2010
Kurt G. Steiner,2010
Mario Kupnik,2008
Ira O. Wygant,2008
Butrus T. Khuri-Yakub,2008
Tatsushi Nakamoto,1988
Toyosaka Moriizumi,1988
W.H. Haydl,1976
B. Dischler,1976
P. Robin Hiesinger,1976
Anthony V. D'Amico,1982
A. Palma,1982
Iren Kuznetsova,1982
Roni Rosenfeld,1974
R.B. Brown,1974
C.S. Hartrnann,1974
E.R. Hatch,1983
Arthur Ballato,1983
Amin Nikoozadeh,2009
Omer Oralkan,2009
Mustafa Gencel,2009
Jung-Yoon Choe,2009
Douglas N. Stephens,2009
Alan de la Rama,2009
Peter Chen,2009
Kai Erik Thomenius,2009
Aaron Mark Dentinger,2009
Douglas Glenn Wildes,2009
Kalyanam Shivkumar,2009
Aman Mahajan,2009
Matthew O'Donnell,2009
David J. Sahn,2009
Butrus T. Khuri-Yakub,2009
Jie Chen,2005
R. Panda,2005
Alfred Pohl,1994
Frank Seifert,1994
Leonhard Reindl,1994
G. Scholl,1994
Thomas Ostertag,1994
W. Pietsch,1994
M. W. Hawman,1988
William S. Galinaitis,1988
P. D. Corl,1978
P. Ellen Grant,1978
Gordon S. Kino,1978
Robert Thalhammer,2006
Jyrki Kaitila,2006
S. Zieglmeier,2006
Lueder Elbrecht,2006
F.E. Barber,1974
Donald W. Baker,1974
D.E. Strandness,1974
J. M.Ofstad,1974
G.D. Mahler,1974
Jørgen Arendt Jensen,2014
P.S. Cross,1979
W.R. Shreve,1979
Tun Sein Tan,1979
John A. Hossack,2000
Pascal Mauchamp,2000
L. Ratsimandresy,2000
T. Uchida,1995
T. Suzuki,1995
Satoshi Shiokawa,1995
Koji Hashimoto,1997
Masafumi Yamaguchi,1997
S. Mineyoshi,1997
Osamu Kawachi,1997
Mario Ueda,1997
Gou Endoh,1997
A. Lorenz,1997
M. Blum,1997
Helmut Ermert,1997
Theodor Senge,1997
Gregory L. Wojcik,1998
Jeremy Mould,1998
Sevig Ayter,1998
Laura Carcione,1998
H. Reichinger,1992
Alireza Baghai-Wadji,1992
Ulrich Wolff,1996
Frank Schmidt,1996
G. Scholl,1996
V. Magori,1996
R.C.M. Li,1974
R.C. Williamson,1974
D.C. Flanders,1974
J.A. Alusow,1974
P. Selmeier,2001
R. Grunwald,2001
Andreas Przadka,2001
H. Kruger,2001
Gregor Feiertag,2001
Clemens Ruppel,2001
Victor Plessky,1995
S.N. Kondratiev,1995
R. Stierlin,1995
F. Nyffeler,1995
Andrew J. Logan,2009
Lawrence K.S. Wong,2009
John T.W. Yeow,2009
T.W. Grudkowski,1980
G.K. Montress,1980
M. Gilden,1980
J.F. Black,1980
G. Scholl,1993
Werner Ruile,1993
Peter Russer,1993
W.A. Smith,1991
Morten Arendt Rasmussen,2013
Jørgen Arendt Jensen,2013
D.E. Cullen,1975
T.M. Reeder,1975
T.W. Grudkowski,1980
J.F. Black,1980
T.M. Reeder,1980
D.E. Cullen,1980
R. Wagner,1980
Kazuhiko Yamanouchi,1984
H. Furuyashiki,1984
Toyohiko Yano,1987
Fukukita H,1987
S. Ueno,1987
Atsushi Fukumoto,1987
Bruno Hans Haider,1999
Richard Yung Chiao,1999
Fred S. Hickernell,1980
Marc Lukacs,1999
Michael Sayer,1999
G.R. Lockwood,1999
Stephen P. Foster,1999
M.M. Driscoll,1985
B.W. Kramer,1985
Floyd Dunn,1981
W. K. Law,1981
Leon A. Frizzell,1981
R.A. Noble,2002
R.R. Davies,2002
D. King,2002
M.M. Day,2002
A.D.R. Jones,2002
J.S. McIntosh,2002
David A. Hutchins,2002
P. Saul,2002
Xiaohui Hao,2000
Colin E. Bruce,2000
Cristina Pislaru,2000
James F. Greenleaf,2000
David Hope Simpson,1997
Peter C. Burns,1997
I. Ladabaum,2000
P. Wagner,2000
C. Zanelli,2000
Jeremy Mould,2000
P. T. Reynolds,2000
Gregory L. Wojcik,2000
Mohammad Mehrmohammadi,2007
John J. Oh,2007
Lin Ma,2007
Evgeniya Yantsen,2007
Timothy S. Larson,2007
Srivalleesha Mallidi,2007
Sung Keun Park,2007
K. J. Johnston,2007
Konstantin V Sokolov,2007
T. Miner,2007
Stanislav Emelianov,2007
L. J. Bowen,1993
Richard L. Gentilman,1993
H.T.M. Pham,1993
D.F. Fiore,1993
K. W. French,1993
F. Vanhelmont,2006
P. Philippe,2006
Andreas Jansman,2006
Robert F. Milsom,2006
J. J. M. Ruigrok,2006
