Name,Year
Fernando L. M. Antunes,1998
F.S. Dos Reis,1998
F.A.L. Jowder,2007
Luca Leonardi,2018
Filippo Battaglia,2018
Gaetano Patti,2018
Lucia Lo Bello,2018
Mir Nahidul Ambia,2011
Ahmed Al-Durra,2011
S. M. Muyeen,2011
Youssef Ounejjar,2008
Kamal Al-Haddad,2008
Qing-Chang Zhong,2012
Wen-Long Ming,2012
Xin Cao,2012
Miroslav Krstic,2012
Minwon Park,2004
In-Keun Yu,2004
J. M. Vizan Garcia,2009
A.J. Calleja,2009
Emilio López Corominas,2009
D. Gacio,2009
Javier Ribas,2009
Zhong-Ming Ye,2008
F. Greenfeld,2008
Zhixiang Liang,2008
Antoni Grau,2017
Marina Indri,2017
Lucia Lo Bello,2017
Thilo Sauter,2017
A. Drolia,2003
P. Jose,2003
Ned Mohan,2003
K. Mino,2003
S. Herold,2003
Johann W. Kolar,2003
Tzyy Choou Wu,1995
J.-C. Hung,1995
Tongxi Yu,1995
David G. Dorrell,2012
G.R. Kamath,2001
B. Runyan,2001
R. Wood,2001
Marija Seder,2005
Karel Macek,2005
Ivan Petrović,2005
S.H. Choung,2008
Alexis Kwasinski,2008
Alexander Anthon,2014
Juan C. Hernandez,2014
Zhe Zhang,2014
Michael A. E. Andersen,2014
Radhakrishnan Natarajan,2016
Pouria Zand,2016
Majid Nabi,2016
J.D. van Wyk,2003
Fred C. Lee,2003
Dushan Boroyevich,2003
Zhenxian Liang,2003
Kaiwei Yao,2003
Yuta Takahashi,1999
S. Ogawa,1999
Shinobu Machida,1999
James W. Langston,2012
Karl Schoder,2012
Mischa Steurer,2012
Omar Faruque,2012
J.F. Hauer,2012
Ferenc Bogdan,2012
Richard J. Bravo,2012
Barry Mather,2012
Farid Katiraei,2012
Hani Vahedi,2013
Salem Rahmani,2013
Kamal Al-Haddad,2013
Cesar E. Silva,2010
Juan I. Yuz,2010
Larisa Dunai,2010
Guillermo Peris Fajarnes,2010
Víctor Manuel Santiago Praderas,2010
Beatriz Garcia,2010
Ismael Lengua Lengua,2010
Panos Kotsampopoulos,2012
Vasilis Kleftakis,2012
George M. Messinis,2012
Nikos Hatziargyriou,2012
Pavels Suskis,2013
Ilya Galkin,2013
Keishi Sakamoto,2001
Y. Iwaji,2001
Takuma Endo,2001
Tatsuo Takakura,2001
A. Kotsopoulos,2001
Javier Duarte,2001
Marcel A. M. Hendrix,2001
M. X. Luo,2005
Dayong Wang,2005
M. Pham,2005
C Low,2005
Jie Zhang,2005
Dengfeng Zhang,2005
Y. B. Zhao,2005
Amardeep Singh,2013
Afshin Izadian,2013
Sohel Anwar,2013
I. H. Kim,1990
Gyu-Hyeong Cho,1990
Hideki Hashimoto,1990
Vadim I. Utkin,1990
Jianbin Xu,1990
Hiroshi Suzuki,1990
Fumio Harashima,1990
Henrik W. Bindner,2002
P. Lundsager,2002
Ali Abedini,2008
Adel Nasiri,2008
Kaoru Matsui,2002
Isao Yamamoto,2002
Teruo Kishi,2002
Makoto Hasegawa,2002
Hiroyoshi Mori,2002
Fukashi Ueda,2002
Habiballah Rahimi-Eichi,2014
Mo-Yuen Chow,2014
Andreas P. Plageras,2016
Kostas E. Psannis,2016
Yutaka Ishibashi,2016
Byung-Gyu Kim,2016
Hani Vahedi,2016
Kamal Al-Haddad,2016
Kai Tan,2014
Ruiyang Yu,2014
Suxuan Guo,2014
Alex Q. Huang,2014
Adnan Derdiyok,2001
Zhang Yan,2001
Mustafa K. Guven,2001
Vadim I. Utkin,2001
Carlos Cardeira,2005
J. S. da Costa,2005
Philipp Münch,2009
Steven Liu,2009
Mike Dommaschk,2009
Chendan Li,2014
Tomislav Dragicevic,2014
Manuel Plaza,2014
Fabio Andrade,2014
Juan C. Vasquez,2014
Josep M. Guerrero,2014
A. Uan-Zo-li,2003
Rolando Burgos,2003
Fuqiang Wang,2003
Dushan Boroyevich,2003
F. Lacaux,2003
A. Tardy,2003
Aldo Boglietti,2014
Enrico Carpando,2014
Marco Cossale,2014
Alex Lucco Boriera,2014
David Staton,2014
Mircea Popescu,2014
Pedro Almeida,2012
Guilherme Marcio Soares,2012
Danilo P. Pinto,2012
Henrique A. C. Braga,2012
Ying Tan,2007
Sanjib Kumar Panda,2007
Jerker Delsing,2012
Fredrik Rosenqvist,2012
Oscar Carlsson,2012
Armando Walter Colombo,2012
Thomas Bangemann,2012
Carlo Dufour,2001
Jean Belanger,2001
Uzair Javaid,2015
Drazen Dujic,2015
Wim van der Merwe,2015
Qobad Shafiee,2014
Tomislav Dragicevic,2014
Fabio Andrade,2014
Juan C. Vasquez,2014
Josep M. Guerrero,2014
K. Haug,1998
G. Pritschow,1998
M. K. Singh,2008
A. Chandra,2008
Chang Peng,2014
Xiaoqing Song,2014
Mohammad Rezaei,2014
Xing Huang,2014
Chris Widener,2014
Alex Q. Huang,2014
Michael Steurer,2014
David Leggate,1995
Russel J. Kerkman,1995
Jinrong Qian,1995
Akram Khan,1995
Issa Batarseh,1995
Johann W. Kolar,2003
F. Schafmeister,2003
Aldo Boglietti,2010
Andrea Cavagnino,2010
Alberto Tenconi,2010
Silvio Vaschetto,2010
Adeel Abbas Zaidi,2010
Friederich Kupzog,2010
