Name,Year
Robert E. Skelton,2003
Kenneth Kreutz-Delgado,2003
Peter C. Young,1992
Matthew P. Newlin,1992
John Doyle,1992
Michael Tillerson,2003
Louis Breger,2003
Jonathan P. How,2003
Azwirman Gusrialdi,2008
Sandra Hirche,2008
Takeshi Hatanaka,2008
Masaki Fujita,2008
T.G. McGee,2006
J.K. Hedrick,2006
Alexander T. Zaremba,1998
Michael Kenneth Liubakka,1998
Ross M. Stuntz,1998
Kensall D. Wise,2006
Eugene Lavretsky,2006
Naira Hovakimyan,2006
Warren E. Dixon,2004
Jiann-Shiou Yang,2005
J. H. Green,1990
J.K. Hedrick,1990
Fuyuto Terui,1998
Håkan Hjalmarsson,1998
Tolga Eren,2005
W. Whiteley,2005
Brian J. Anderson,2005
A.S. Morse,2005
Peter N. Belhumeur,2005
P. Susthitha Menon,2002
Tai Hing Lam,2002
Lara S. Crawford,2002
Vincent C.C. Cheng,2002
Yun-Hui Liu,2009
Randy Beard,2009
Alexander Hildebrandt,2005
Oliver Sawodny,2005
Rüdiger Neumann,2005
A. Hartmann,2005
M Maarten Steinbuch,2003
R. van de Molengraft,2003
A. van der Voort,2003
Qiuming Gong,2009
Yaoyu Li,2009
Zhong-Ren Peng,2009
M.W. Wiseman,2001
Ten-Huei Guo,2001
C. Yue,1988
Tetsuro Butsuen,1988
J.K. Hedrick,1988
Sebastian Engell,1993
K.‐U. Klatt,1993
Francesco Borrelli,2003
Mato Baotić,2003
Alessandro Bemporad,2003
Manfred Morari,2003
Yi Yang,2006
Ho-Hoon Lee,2006
Isaac Kaminer,2006
O. S. Yakimenko,2006
Antonio M. Pascoal,2006
Reza Ghabcheloo,2006
X. F. Wang,2008
Michael D. Lemmon,2008
Craig A. Woolsey,2002
Naomi Ehrich Leonard,2002
Wassim M. Haddad,1998
J.R. Corrado,1998
Emmett Lalish,2008
Kristi A. Morgansen,2008
T. Tsukamaki,2008
Panos M. Pardalos,2008
Christoforos N. Hadjicostis,2008
O.M. El Rifai,2001
Kamal Youcef-Toumi,2001
Reyad El-Khazali,1992
Raymond A. DeCarlo,1992
Michael A. Henson,1992
Dale E. Seborg,1992
Daniel E. Koditschek,1988
Tetsuya Iwasaki,2004
Shinji Hara,2004
Ricardo G. Sanfelice,2006
Michael G. Messina,2006
S.E. Tuna,2006
Andrew R. Teel,2006
D. Tenne,2003
Tarunraj Singh,2003
Vikram Manikonda,1999
Pablo O. Arambel,1999
M. Gopinathan,1999
Raman K. Mehra,1999
Fred Y. Hadaegh,1999
V. Kapilal,1999
Andrew G. Sparks,1999
James M. Buffington,1999
Qiguo Yan,1999
Bert Pluymers,2005
John Anthony Rossiter,2005
Johan A. K. Suykens,2005
B. De Moor,2005
S.L. Miller,2001
B. Youngberg,2001
Andrew Millie,2001
P. Schweizer,2001
J.C. Gerdes,2001
Brett Bethke,2008
Jonathan P. How,2008
John Vian,2008
Joshua Redding,2006
Timothy W. McLain,2006
Randal W. Beard,2006
Clark N. Taylor,2006
Miroslav Krstic,2006
Antranik A. Siranosian,2006
Andrey Smyshlyaev,2006
Javad Lavaei,2011
Lisa Fiorentini,2008
Andrea Serrani,2008
Michael A. Bolender,2008
David B. Doman,2008
Gregory M. Shaver,2004
J.C. Gerdes,2004
Matthew J. Roelle,2004
A. Daniele,1999
Srinivasa M. Salapaka,1999
Murti V. Salapaka,1999
Munther A. Dahleh,1999
A. K. Sahai,2000
H. Yazarel,2004
George J. Pappas,2004
Jovan Boskovic,2002
Raman K. Mehra,2002
Domenico Famularo,1998
Chaouki T. Abdallah,1998
A. Jadbabale,1998
Peter Dorato,1998
Wassim M. Haddad,1998
Emilio Frazzoli,2001
Munther A. Dahleh,2001
Eric Feron,2001
Francesco Amato,2003
Marco Ariola,2003
Carlo Cosentino,2003
Chaouki T. Abdallah,2003
Peter Dorato,2003
Marco M. Nicotra,2014
Emanuele Garone,2014
Roberto Naldi,2014
Lorenzo Marconi,2014
Mariana Netto,2004
Salim Chaib,2004
Said Mammar,2004
David Chichka,1998
Jason L. Speyer,1998
H. Davis,1997
Wayne J. Book,1997
S.E. Tuna,2006
M. Messina,2006
Andrew R. Teel,2006
Mark J. Balas,2004
R. Fuentes,2004
Abhijeet Joshi,2009
Trevor T. Ashley,2009
Yuan Huang,2009
Andrea L. Bertozzi,2009
Kanellakopoulos,1992
Krein,1992
Disilvestro,1992
Jing Wang,1999
Masayoshi Tomizuka,1999
Gerhard Kurz,2013
Igor Gilitschenski,2013
Uwe D. Hanebeck,2013
Beibei Ren,2009
Phyo Phyo San,2009
Shuzhi Sam Ge,2009
Tong Heng Lee,2009
Daria Madjidian,2011
Karl Mårtensson,2011
Anders Rantzer,2011
Saleh Mobayen,2011
Mohammad Javad Yazdanpanah,2011
Vahid Johari Majd,2011
Peng Yang,2008
Randy A. Freeman,2008
Geoffrey J. Gordon,2008
Kristina A. Lynch,2008
Siddhartha S. Srinivasa,2008
Rahul Sukthankar,2008
Hong Wong,2005
Haizhou Pan,2005
Vikram Kapila,2005
M.E. Khatir,2004
Edward J. Davison,2004
