Name,Year,Gender
Gian Domenico Licciardo,2007,M
M. Costagliola,2007,M
Seyed Omid Sadjadi,2007,M
Seyed Mohammad Ahadi,2007,M
Oldooz Hazrati,2007,M
Serdar Sezginer,2007,M
Hikmet Sari,2007,M
Liu Dian,2016,M
Sun Dongmei,2016,F
Ishant Tyagi,2018,M
Jatin Shad,2018,M
Shubham Sharma,2018,F
Siddharth Gaur,2018,M
Gagandeep Kaur,2018,F
Shamim Reza,2018,F
Jinwen Ma,2018,F
Wang Rangding,2004,M
Xu Dawen,2004,F
Chen Jin-er,2004,F
DU Chengtou,2004,M
Huang Deshuang,1996,M
Ma Songde,1996,F
Fei Li,2002,F
Shengmei Zhao,2002,F
Baoyu Zheng,2002,M
Pappagari Raghavendra Reddy,2014,M
Kshirod Kumar Rout,2014,M
K. Sri Rama Murty,2014,M
Abdelmoula Bekkali,2011,M
Tsuyoshi Masuo,2011,M
Tetsuya Tominaga,2011,F
Narihiro Nakamoto,2011,M
Hiroshi Ban,2011,M
Amit Joshi,2011,M
Anand D. Darji,2011,M
Vivekanand Mishra,2011,M
Pushpendra Singh,2013,M
Prashant K. Srivastava,2013,M
R. K. Patney,2013,M
Shiv Dutt Joshi,2013,M
Kaushik Saha,2013,F
Siti Fauziah Toha,2007,F
Umi Kalthum Ngah,2007,F
Anisha Kamboj,2012,F
Ranjan K. Mallik,2012,M
Monika Agrawal,2012,F
Robert Schober,2012,M
Davar Kheirandish Taleshmekaeil,2010,M
Alireza Mousavi,2010,M
Mayur Agarwal,2014,F
Neha Agrawal,2014,F
Anis Alam,2014,M
K. S. Angel Viji,2011,M
J. Jayakumari,2011,M
Shiqing Zhang,2012,F
Lemin Li,2012,F
Zhijin Zhao,2012,M
K Shashikiran,2010,M
Rituraj Kunwar,2010,M
KS Prasad,2010,M
A. G. Ramakrishnan,2010,M
Jatin Chatrath,2014,M
Pankaj Gupta,2014,F
Puneet Ahuja,2014,F
Aryan Goel,2014,M
Shaifali Madan Arora,2014,F
S. Priya,2011,F
T. Ashok kumar,2011,M
Varghese Paul,2011,M
T Abeesh,2011,M
M. Jayakumar,2011,M
Manish Sharma,2010,F
Ritesh Kolte,2010,M
Pushkar Patwardhan,2010,M
Vikram M. Gadre,2010,M
Deepti Singhal,2011,M
Mythreyi Kunapareddy,2011,M
Vijayalakshmi Chetlapalli,2011,F
Vinosh Babu James,2011,M
Nadeem Akhtar,2011,M
Bing Li,2008,F
Peilin Zhang,2008,F
Shubao Liang,2008,M
Guoquan Ren,2008,M
Jinfeng Du,2007,M
Svante Signell,2007,M
Ying Zi-lu,2008,F
Fang Xie-yan,2008,F
Jun Fan,2006,M
Yang Xiao,2006,M
Wei Yu,2000,M
John M. Cioffi,2000,M
Gernot Hueber,2000,M
Timm Ostermann,2000,M
Thomas Bauernfeind,2000,M
R Raschhofer,2000,M
R. Hagelauer,2000,M
Lang Hu,2014,M
Zicheng Du,2014,M
Guangran Xue,2014,M
Chuanzhong Li,2014,M
Weimin Su,2014,M
Hong Gu,2014,M
Chao Ma,2014,F
Jinli Chen,2014,F
Ingvar Claesson,2005,M
Andreas Rossholm,2005,M
Atefeh Shahroudnejad,2016,M
Mohammad Rahmati,2016,M
Ribhu Abhusan Panda,2016,M
Debasis Mishra,2016,F
