Name,Year,Gender
Kenneth Gade,2009,M
Ove Kent Hagen,2009,M
Per Otto Hagen,2009,M
Darlene R. Ketten,1994,F
Nuno Gracias,2008,M
Shahriar Negahdaripour,2008,M
László Neumann,2008,M
Ricard Prados,2008,M
R. F. Naranjo Garcia,2008,M
Diego Cesar,2015,M
Christopher Gaudig,2015,M
Martin Fritsche,2015,M
Marco S. Reis,2015,M
Frank Kirchner,2015,M
V. Di Dio,2009,M
Vincenzo Franzitta,2009,F
Francesco Paolo Lo Muzio,2009,M
Gianluca Scaccianoce,2009,M
Marco Trapanese,2009,M
James C. Jalbert,2003,M
James A. Baker,2003,M
J. Duchesney,2003,M
P. Pietryka,2003,F
W. Dalton,2003,M
D. Richard Blidberg,2003,M
Steven G. Chappell,2003,M
R. Nitzel,2003,F
K. Holappa,2003,M
J.M. Thorleifson,1997,M
T.C. Davies,1997,M
M.R. Black,1997,M
D.A. Hopkin,1997,F
R.I. Verrall,1997,M
A. Pope,1997,F
I. Monteith,1997,M
V. den Hertog,1997,M
B. Butler,1997,M
Darren K. Maczka,2007,M
A.S. Gadre,2007,F
Daniel J. Stilwell,2007,M
Aldis O. Valkirs,1986,M
P. M. Seligman,1986,M
Richard F. Lee,1986,M
Geoffrey F. Edelmann,2001,M
William S. Hodgkiss,2001,M
S. H. Kim,2001,M
William A. Kuperman,2001,M
Hong Ye Song,2001,M
Tuncay Akal,2001,M
James Evans,2001,M
K.M. Keller,2001,M
J. G. Smith,2001,M
P. Marty,2001,M
O.V. Rigaud,2001,M
Jose Carlos Alves,2008,M
Nuno Cruz,2008,M
Arjuna Balasuriya,2002,F
Tamaki Ura,2002,F
S. Roy,2004,M
Tolga M. Duman,2004,M
L. Ghazikhanian,2004,M
Vincent K. McDonald,2004,M
John G. Proakis,2004,M
James R. Zeidler,2004,M
Alfredo Martins,2003,M
José Almeida,2003,F
Eduardo Silva,2003,M
Nuno Cruz,2001,M
Luis Madureira,2001,F
Ana Cristina Matos,2001,F
Fernando Lobo Pereira,2001,F
R.E. Keenan,2000,M
H.J. Callow,2003,M
Michael H. B. Hayes,2003,M
Peter J. Gough,2003,M
P. M. Stang,1986,M
Peter M. Seligman,1986,M
J.C. Shipps,2003,M
Kun-kun Deng,2003,M
Masahiro Kyo,1995,M
E. Hiyazaki,1995,M
Satoshi Tsukioka,1995,F
Hiroshi Ochi,1995,M
Yasutaka Amitani,1995,F
Takashi Tsuchiya,1995,F
Toru Aoki,1995,M
S. Takagawa,1995,M
Josep Aulinas,2011,M
Marc Carreras,2011,M
Xavier Lladó,2011,M
Joaquim Salvi,2011,M
Rafael Galindo Garcia,2011,M
Ricard Prados,2011,M
Yvan Petillot,2011,M
Rafael Galindo Garcia,2011,M
Nuno Gracias,2011,M
Hans Vanhauwaert Bjelland,2015,M
Martin Føre,2015,M
Pål Lader,2015,M
David Kristiansen,2015,M
Ingunn Marie Holmen,2015,F
