Name,Year,Gender
Evangelos Karapanos,2009,M
John Zimmerman,2009,M
Jodi Forlizzi,2009,F
Jean-Bernard Martens,2009,M
Ryan S. Baker,2004,M
Albert T. Corbett,2004,M
Kenneth R. Koedinger,2004,M
Angela Wagner,2004,F
Scott A. Elrod,1992,M
Richard C. Bruce,1992,M
Rich Gold,1992,M
David E. Goldberg,1992,M
Frank G. Halasz,1992,M
William J. Janssen,1992,M
David J. Lee,1992,M
Kim McCall,1992,F
Elin Rønby Pedersen,1992,M
Ken Pier,1992,M
John C. Tang,1992,M
Brent B. Welch,1992,M
Thomas W. Malone,1982,M
William Hamilton,2014,M
Oliver Kelleam Garretson,2014,M
Andruid Kerne,2014,M
Eve Hoggan,2008,M
Stephen A. Brewster,2008,M
Jody Johnston,2008,M
David Pinelle,2008,F
Nelson Wong,2008,M
Tadeusz Stach,2008,M
I. Scott MacKenzie,2001,M
Tatu Kauppinen,2001,F
Miika Silfverberg,2001,F
Timothy Bickmore,2001,M
Justine Cassell,2001,F
Clayton Lewis,1990,M
Peter G. Polson,1990,M
Cathleen Wharton,1990,F
John Rieman,1990,M
Peter Pirolli,1996,M
James E. Pitkow,1996,M
Ramana B. Rao,1996,F
Peter Pirolli,1995,M
Stuart K. Card,1995,M
Hrvoje Benko,2006,M
Andrew Wilson,2006,M
Patrick Baudisch,2006,M
Hrönn Brynjarsdóttir,2012,M
Maria Håkansson,2012,F
James Pierce,2012,M
Eric P. S. Baumer,2012,M
Carl DiSalvo,2012,M
Phoebe Sengers,2012,F
Victoria Bellotti,2003,F
Nicolas Ducheneaut,2003,M
Mark E Howard,2003,M
Ian F. C. Smith,2003,M
William Gaver,2004,M
John E. Bowers,2004,M
Andrew B. Boucher,2004,M
Hans Gellerson,2004,M
Sarah Pennington,2004,F
Albrecht Schmidt,2004,M
Anthony Steed,2004,M
Nicholas Villars,2004,M
Brendan M. Walker,2004,M
Kirsten Boehner,2007,F
Janet Vertesi,2007,F
Phoebe Sengers,2007,F
Paul Dourish,2007,M
Arthur Tang,2003,M
Charles A. Owen,2003,M
Frank Biocca,2003,F
Weimin Mou,2003,M
Janne Lindqvist,2011,F
Justin Cranshaw,2011,M
Jason Wiese,2011,M
Jason Hong,2011,M
John Zimmerman,2011,M
Richard P. Boardman,2004,M
M. Angela Sasse,2004,F
Pranav Mistry,2009,M
Pattie Maes,2009,F
Liyan Chang,2009,M
Julie S. Downs,2010,M
Mandy B. Holbrook,2010,M
Steve Sheng,2010,M
Lorrie Faith Cranor,2010,F
Nathan Bos,2002,M
Judy M. Olson,2002,M
Darren Gergle,2002,M
Gary M. Olson,2002,M
Zach Wright,2002,M
Eric Paulos,2004,M
Elizabeth Goodman,2004,F
Roel Vertegaal,2001,M
Robert Slagter,2001,M
Gerrit van der Veer,2001,M
Anton Nijholt,2001,M
B. J. Fogg,1998,M
A. J. Bernheim Brush,2011,M
Bongshin Lee,2011,M
Ratul Mahajan,2011,M
