Name,Year,Gender
M. Khalifa,2002,M
S. Cheng,2002,M
Dietz,1994,M
Athanasia Pouloudi,1999,F
Calvin K. Chan,2013,M
Jessica Vitak,2011,F
Nicole B. Ellison,2011,F
Charles Steinfield,2011,M
Carsten Block,2008,M
Dan A. Neumann,2008,M
Christof Weinhardt,2008,M
Curtis S. Ikehara,2005,M
Martha E. Crosby,2005,F
Ramayya Krishnan,2004,M
M. N. K. Smith,2004,M
Zhulei Tang,2004,F
Rahul Telang,2004,M
Benedikt Martens,2012,M
Marc Walterbusch,2012,M
Frank Teuteberg,2012,M
Wan-Shiou Yang,2006,M
Jia-Ben Dia,2006,F
Hung Cheng,2006,M
Hsing-Tzu Lin,2006,F
Moutaz Haddara,2011,M
Ondrej Zach,2011,M
Chientzu Candace Chou,2002,F
Sean Marston,2011,M
Zhi Li,2011,F
Subhajyoti Bandyopadhyay,2011,F
Anand Ghalsasi,2011,M
Davenport,1994,M
Linder,1994,M
Joan Morris DiMicco,2009,M
Werner Geyer,2009,M
David R. Millen,2009,M
Casey Dugan,2009,M
Beth Brownholtz,2009,M
N. Khan,2003,M
Wendy L. Currie,2003,F
Vishanth Weerakkody,2003,M
Bhavini Desai,2003,F
Thomas Morris,2012,M
Rayford B. Vaughn,2012,M
Yoginder S. Dandass,2012,M
Benjamin A. Carreras,2003,M
Vincent M. Lynch,2003,M
David E. Newman,2003,M
Ian Dobson,2003,M
Michael J. Gallivan,1999,M
Wonseok Oh,1999,M
Sumedh Mungee,1999,M
N. Surendran,1999,M
Daniel Schmidt,1999,M
Pierre A. Balthazard,2004,M
Robert A. Cooke,2004,M
Caroline Haythornthwaite,2009,F
Donghee Yvette Wohn,2011,F
Cliff Lampe,2011,M
Rick Wash,2011,M
Nicole B. Ellison,2011,F
Jessica Vitak,2011,F
Gerrit Lahrmann,2011,M
Frederik Marx,2011,M
Robert Winter,2011,M
Felix Wortmann,2011,M
Ping Zhang,2001,M
Gisela M. von Dran,2001,F
Hans Jochen Scholl,2005,M
Brian Marsh,1994,M
Fred Douglis,1994,M
Parameshwaran Krishnan,1994,M
Oded Nov,2008,M
Chen Ye,2008,F
Paul Hawking,2004,M
Alfred Stein,2004,M
Stephen P. Foster,2004,M
Miles McQueen,2006,M
Wayne F. Boyer,2006,M
Mark C. Flynn,2006,M
George A. Beitel,2006,F
T.K. Buennemeyer,2008,M
T.M. Nelson,2008,M
L.M. Clagett,2008,M
J.P. Dunning,2008,M
Randy Marchany,2008,F
Joseph G. Tront,2008,M
Michael LeMay,2007,M
George Gross,2007,M
Carl A. Gunter,2007,M
Sanjam Garg,2007,M
Huu Tran,2005,M
Michael Hitchens,2005,M
Vijay Varadharajan,2005,M
Paul A. Watters,2005,M
Peter Cramton,2003,M
Batya Friedman,2002,M
Daniel C. Howe,2002,M
Edward W. Felten,2002,M
Nicola Gibson,1999,M
Christopher Holland,1999,M
Ben Light,1999,M
Ali Sunyaev,2010,F
Dmitry Chornyi,2010,M
Christian Mauro,2010,M
Helmut Krcmar,2010,M
Jacky Swan,2000,F
Sue Newell,2000,F
Mary M. Robertson,2000,M
Bruce M. Maggs,1995,M
Lesley R. Matheson,1995,M
R. Endre Tarjan,1995,M
Fredrik J. Bjorck,2004,M
Dai-Yon Cho,2007,M
Daeseon Choi,2007,M
Hyoung-Yong Lee,2007,F
Jae-Nam Lee,2000,F
Minh Huynh,2000,F
Kwok Ron Chi-wai,2000,M
Shih-Ming Pi,2000,F
Laura Connors,2011,M
Susan M. Mudambi,2011,F
David Schuff,2011,M
G. Benefield,2008,M
Grigoris Antoniou,1999,M
David Billington,1999,M
Michael J. Maher,1999,M
Zhifang Wang,2012,M
Anna Scaglione,2012,F
Robert Thomas,2012,M
Bieganski,1994,F
Riedl,1994,M
Cartis,1994,M
Retzel,1994,F
Kate L. Morrow,2012,F
Erich Heine,2012,M
Katherine Rogers,2012,F
Rakesh B. Bobba,2012,M
Thomas J. Overbye,2012,M
Ping Zhang,2006,M
Na Li,2006,F
Heshan Sun,2006,F
A. J. G. Silvius,2007,M
A. Conklin,2006,M
A.P.J. Jarczyk,1992,M
P. Loffler,1992,M
F.M. Shipmann,1992,M
M. Bloch,1997,M
Arie Segev,1997,F
Benjamin A. Carreras,2001,M
Vincent M. Lynch,2001,M
M. L. Sachtjen,2001,F
Ian Dobson,2001,M
David E. Newman,2001,M
Ran Cheng,2005,M
Julita Vassileva,2005,F
N. Hristova,2004,M
Gregory M. P. O'Hare,2004,M
Alireza Abbasi,2011,M
Jörn Altmann,2011,M
Anna Horlacher,2016,F
Thomas Hess,2016,M
Christopher Holland,1999,M
Ben Light,1999,M
Keng Siau,1998,M
Matti Rossi,1998,M
Galles Ml,1994,M
E. Williams,1994,M
Na Shi,2010,F
Matthew K. O. Lee,2010,M
Christy M. K. Cheung,2010,M
Huaping Chen,2010,M
Valacich,1994,M
Mennecke,1994,M
Wachter,1994,M
Wheeler,1994,M
Thomas A. Horan,2006,M
Tarun Abhichandani,2006,F
R. Rayalu,2006,M
Paul Grünbacher,2001,M
Robert O. Briggs,2001,M
Florian Hawlitschek,2016,M
Timm Teubner,2016,M
Henner Gimpel,2016,M
John R. Harrald,2007,M
Theresa Jefferson,2007,F
David Haussler,1993,M
Anders Krogh,1993,M
I. S Mian,1993,M
Kimmen Sjölander,1993,M
Thomas J. Overbye,2000,M
Joerg Weber,2000,M
Ozalp Babaoglu,1995,M
Renzo Davoli,1995,M
L.-A. Giachini,1995,F
M. Gray Baker,1995,M
Åsa Lindström,2006,F
A. Conklin,2004,M
Glenn Dietrich,2004,M
Diane B. Walz,2004,M
Maryati Mohd. Yusof,2006,M
Richard J. Paul,2006,M
Lampros K. Stergioulas,2006,M
Yoon Cheong Cho,2002,M
Il Im,2002,M
Roxanne Hiltz,2002,F
Jerry Fjermestad,2002,M
Xiang-Yang Li,2002,F
Peng-Jun Wan,2002,M
Yu Wang,2002,M
Ophir Frieder,2002,M
Mathias Weske,1998,M
Daniel D. Suthers,2001,M
Johannes Hummel,2002,M
Ulrike Lechner,2002,M
Helena Karasti,2004,F
Karen S. Baker,2004,M
Zhifang Wang,2008,M
R. C. Thomas,2008,M
Anna Scaglione,2008,F
P. Chapman,1999,M
S. Selvarajah,1999,M
Jane Webster,1999,M
Suprateek Sarker,2002,M
Sundeep Sahay,2002,M
Shi-Jie Deng,2000,F
S. De Haes,2006,M
W. Van Grembergen,2006,M
David Tilson,2012,M
Carsten Sørensen,2012,M
Kalle Lyytinen,2012,F
Sakakibara,1994,F
Brown,1994,M
Underwood,1994,M
Mian,1994,M
Haussler,1994,M
Thomas Erickson,2000,M
F. Tanudjaja,2002,M
Lik Mui,2002,M
Alea M. Fairchild,2002,F
Johann Füller,2004,M
Michael Bartl,2004,M
Holger Ernst,2004,M
Hans Mühlbacher,2004,M
Youngjin Yoo,2008,F
Kalle Lyytinen,2008,F
Richard J. Boland,2008,M
Jörg M. Haake,2004,M
Till Schümmer,2004,M
Anja Haake,2004,M
Mohamed Bourimi,2004,M
Britta Landgraf,2004,F
Marie-Claude Boudreau,2003,F
Ralf Klischewski,2006,M
Hans Jochen Scholl,2006,M
H.K. Edwards,2003,M
Varadharajan Sridhar,2003,M
B.N. Chun,2004,M
Andy Bavier,2004,M
Alvaro Reischak-Oliveira,2015,F
Mario Campolargo,2015,F
David Fisher,1999,M
Howard F. Lipson,1999,M
Randy Marchany,2002,F
Joseph G. Tront,2002,M
V. Ramesh,2002,M
Alan R. Dennis,2002,M
Nancy W. Coppola,2001,F
Starr Roxanne Hiltz,2001,F
Naomi G. Rotter,2001,F
Marina Santini,2007,F
Brad Quinn Post,1992,M
