Name,Year,Gender
Arie Feuer,1997,F
Guy M. Goodwin,1997,M
Maria T Salgado,1997,F
Ali Jadbabaie,1998,F
Chaouki T. Abdallah,1998,M
Domenico Famularo,1998,M
Peter Dorato,1998,M
Antonis Papachristodoulou,2004,M
S. Rodatz,2003,M
Gino Paganelli,2003,F
Lino Guzzella,2003,F
Tarunraj Singh,2002,M
William Singhose,2002,M
J.H. Plumlee,2004,F
David M. Bevly,2004,M
A.S. Hodel,2004,F
Derek Kingston,2005,M
Wei Ren,2005,M
Randal W. Beard,2005,M
David W. Casbeer,2009,M
Randy Beard,2009,M
John T. Feddema,1993,M
Hiroki Kawakami,2009,F
Toru Namerikawa,2009,F
Zongxuan Sun,2005,F
K. V. Hebbale,2005,M
Travis E. Gibson,2009,M
Luis G. Crespo,2009,M
Anuradha M. Annaswamy,2009,F
Carlos Bordons,2006,M
A. Arce,2006,F
A.J. del Real,2006,M
M. Areak,2006,M
Kazunobu Yoshida,1999,M
Bahram Shafai,2002,M
C.T. Pi,2002,M
S. Nork,2002,M
Luca F. Bertuccelli,2006,M
Jonathan P. How,2006,M
M. Alighanbari,2006,M
Jonathan P. How,2006,M
Hiroyuki Fujioka,2008,F
Marios M. Polycarpou,1992,M
Petros Ioannou,1992,M
Dong Jia,2001,M
Bruce H. Krogh,2001,M
Dong-Soo Kwon,1990,M
Wayne J. Book,1990,M
Edmond A. Jonckheere,2004,M
P. Lohsoonthorn,2004,M
John Doyle,1989,M
Kemin Zhou,1989,F
Bobby Bodenheimer,1989,M
Alexandre Trofino,2000,M
Damien Galzi,2006,M
Yuri B. Shtessel,2006,F
Wei Ren,2003,M
R. W. Beard,2003,M
A.M. Pertew,2005,F
Horacio J. Marquez,2005,M
Q. Zhao,2005,M
Xiaodong Zhang,2005,M
R. Xu,2005,M
Chiman Kwan,2005,M
S. Liang,2005,M
Qiulin Xie,2005,F
L. Haynes,2005,M
Jay A. Farrell,2003,M
Marios M. Polycarpou,2003,M
Manu Sharma,2003,F
Vadim I. Utkin,2000,M
Hao-Chi Chang,2000,M
I.V. Kolmanovsky,2000,M
J. Cook,2000,M
Michael A. Bolender,2009,F
Leonidas Bleris,2006,M
Panagiotis D. Vouzis,2006,M
Mark G. Arnold,2006,M
Mayuresh V. Kothare,2006,M
Georg Frey,2000,M
Timothy W. McLain,2000,M
Phillip Chandler,2000,M
Meir Pachter,2000,F
Jean-Jacques E. Slotine,1986,F
J.K. Hedrick,1986,M
E. A. Misawa,1986,F
Robin M. Murray,1998,M
